"","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"73889","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73890","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73891","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73892","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73893","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73894","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"73895","City Hotel",1,321,2015,"September",36,3,0,2,2,0,0,"BB","PRT","Groups","TA/TO",1,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62.8,0,0,"Canceled","2014-10-17"
"74698","City Hotel",0,0,2015,"August",35,25,0,2,1,0,0,"BB","PRT","Complementary","Direct",1,0,1,"A","A",1,"No Deposit","NULL","45",0,"Transient",0,0,0,"Check-Out","2015-08-27"
"74699","City Hotel",0,1,2015,"September",36,1,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,2,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-09-02"
"74700","City Hotel",0,0,2015,"September",37,8,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,3,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-09-09"
"74701","City Hotel",0,1,2015,"September",38,18,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,4,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-09-19"
"74702","City Hotel",0,0,2015,"September",39,20,2,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,5,"A","A",1,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-09-23"
"74703","City Hotel",0,0,2015,"September",40,27,1,0,2,0,0,"BB","PRT","Complementary","Corporate",1,0,6,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-09-28"
"74704","City Hotel",0,0,2015,"October",41,6,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,7,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-10-07"
"74705","City Hotel",0,0,2015,"October",42,12,1,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,8,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-10-14"
"74706","City Hotel",0,0,2015,"November",46,10,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,9,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-11-11"
"74707","City Hotel",0,0,2015,"November",48,26,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,10,"A","D",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-11-27"
"74708","City Hotel",0,0,2015,"December",50,11,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,11,"A","D",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-12-12"
"74709","City Hotel",0,0,2016,"January",2,5,0,3,1,0,0,"BB","PRT","Complementary","Corporate",1,0,12,"D","D",0,"No Deposit","NULL","45",0,"Transient",0,1,2,"Check-Out","2016-01-08"
"74710","City Hotel",0,0,2016,"January",3,13,0,2,1,0,0,"BB","PRT","Complementary","Direct",1,0,13,"A","D",2,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-01-15"
"74711","City Hotel",0,1,2016,"January",4,22,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,14,"D","D",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-01-23"
"74712","City Hotel",0,2,2016,"January",5,27,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,15,"A","F",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-01-28"
"74713","City Hotel",0,0,2016,"February",6,3,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,16,"D","D",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-02-04"
"74714","City Hotel",0,0,2016,"February",7,10,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,17,"D","D",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-02-11"
"74715","City Hotel",0,0,2016,"February",8,17,0,1,2,0,0,"BB","PRT","Complementary","Corporate",1,0,18,"F","D",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-02-18"
"74716","City Hotel",0,0,2016,"March",12,17,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,19,"D","E",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-03-18"
"74717","City Hotel",0,0,2016,"March",13,21,1,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,20,"F","A",1,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-03-23"
"74718","City Hotel",0,0,2016,"April",15,7,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,21,"A","D",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2016-04-08"
"74719","City Hotel",0,0,2016,"April",18,26,0,2,1,0,0,"BB","PRT","Complementary","Corporate",1,0,22,"D","A",1,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-04-28"
"74720","City Hotel",0,0,2016,"May",19,4,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,23,"D","F",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-05-05"
"74721","City Hotel",0,1,2016,"May",21,17,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,24,"D","A",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-05-18"
"74722","City Hotel",0,1,2016,"June",24,7,0,1,2,0,0,"BB","PRT","Complementary","Direct",1,0,25,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,3,"Check-Out","2016-06-08"
"74723","City Hotel",0,0,2016,"June",26,21,0,2,1,0,0,"BB","PRT","Complementary","Direct",1,0,26,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,3,"Check-Out","2016-06-23"
"74724","City Hotel",0,0,2016,"June",27,28,0,2,1,0,0,"BB","PRT","Complementary","Direct",1,0,27,"D","A",1,"No Deposit","NULL","45",0,"Transient",0,0,3,"Check-Out","2016-06-30"
"74725","City Hotel",0,4,2016,"July",28,5,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,28,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,4,"Check-Out","2016-07-06"
"74726","City Hotel",0,0,2016,"September",37,8,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,29,"E","E",0,"No Deposit","NULL","45",0,"Transient",0,0,4,"Check-Out","2016-09-09"
"74727","City Hotel",0,0,2016,"September",38,13,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,30,"A","F",1,"No Deposit","NULL","45",0,"Transient",0,0,3,"Check-Out","2016-09-14"
"74728","City Hotel",0,0,2016,"October",41,6,0,1,2,0,0,"BB","PRT","Complementary","Direct",1,0,31,"A","B",1,"No Deposit","NULL","45",0,"Transient",0,0,4,"Check-Out","2016-10-07"
"74729","City Hotel",0,71,2016,"October",42,15,0,1,3,0,0,"BB","PRT","Complementary","Direct",1,0,32,"G","E",0,"No Deposit","NULL","45",0,"Transient",0,0,4,"Check-Out","2016-10-16"
"74810","City Hotel",0,252,2016,"October",43,19,0,3,2,0,0,"SC","AUS","Online TA","TA/TO",1,0,1,"A","A",4,"No Deposit","9","NULL",0,"Transient",85.5,0,3,"Check-Out","2016-10-22"
"76325","City Hotel",0,0,2015,"July",29,16,0,0,2,0,0,"SC","PRT","Offline TA/TO","TA/TO",1,0,0,"A","D",0,"No Deposit","19","NULL",0,"Transient",0,0,0,"Check-Out","2015-07-16"
"76623","City Hotel",0,1,2015,"August",33,12,0,2,1,0,0,"BB","PRT","Complementary","TA/TO",1,0,1,"A","A",0,"No Deposit","NULL","46",0,"Transient",0,0,1,"Check-Out","2015-08-14"
"76624","City Hotel",0,0,2015,"September",38,17,0,1,1,0,0,"BB","PRT","Complementary","TA/TO",1,0,2,"A","A",2,"No Deposit","NULL","46",0,"Transient",0,0,1,"Check-Out","2015-09-18"
"76625","City Hotel",0,5,2017,"March",11,15,0,1,1,0,0,"BB","PRT","Complementary","TA/TO",1,0,3,"A","A",0,"No Deposit","NULL","46",0,"Transient",65,0,1,"Check-Out","2017-03-16"
"76631","City Hotel",0,0,2015,"September",39,20,2,0,1,0,0,"BB","PRT","Complementary","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-09-22"
"76632","City Hotel",0,1,2015,"October",42,13,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,2,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-10-14"
"76633","City Hotel",0,0,2015,"December",50,9,0,1,2,0,0,"BB","PRT","Complementary","Corporate",1,0,3,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2015-12-10"
"76634","City Hotel",0,2,2016,"January",5,27,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,4,"A","E",0,"No Deposit","NULL","45",0,"Transient-Party",0,0,1,"Check-Out","2016-01-28"
"76635","City Hotel",0,3,2016,"April",15,9,0,1,1,0,0,"HB","PRT","Complementary","Corporate",1,0,5,"A","A",2,"No Deposit","NULL","45",0,"Transient",0,1,0,"Check-Out","2016-04-10"
"76636","City Hotel",0,7,2016,"May",23,31,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,6,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2016-06-01"
"76637","City Hotel",0,4,2016,"July",28,5,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,7,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2016-07-06"
"76638","City Hotel",0,12,2016,"August",34,17,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,8,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-08-18"
"76639","City Hotel",0,5,2016,"August",35,24,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,9,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2016-08-25"
"76640","City Hotel",0,0,2017,"February",6,7,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,10,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2017-02-08"
"76641","City Hotel",0,49,2017,"March",11,14,0,2,1,0,0,"BB","PRT","Complementary","Direct",1,0,11,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,2,"Check-Out","2017-03-16"
"76642","City Hotel",0,14,2017,"May",21,24,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,0,12,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,1,"Check-Out","2017-05-25"
"76644","City Hotel",1,0,2015,"October",40,1,0,1,1,0,0,"BB","PRT","Complementary","Direct",1,0,1,"A","A",0,"No Deposit","NULL","45",0,"Transient",0,0,0,"Canceled","2015-10-01"
"76645","City Hotel",0,11,2016,"October",41,4,0,2,2,0,0,"HB","PRT","Complementary","Corporate",1,1,1,"A","D",2,"No Deposit","NULL","45",0,"Transient",0,0,0,"Check-Out","2016-10-06"
"76655","City Hotel",0,0,2015,"September",39,21,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-09-24"
"76656","City Hotel",1,3,2015,"September",40,27,2,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,2,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Canceled","2015-09-24"
"76657","City Hotel",0,0,2015,"September",40,27,2,0,1,0,0,"BB","PRT","Corporate","Corporate",1,1,2,"A","D",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-09-29"
"76658","City Hotel",0,10,2015,"October",41,4,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,1,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",6,0,0,"Check-Out","2015-10-07"
"76659","City Hotel",1,0,2015,"October",41,7,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,1,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Canceled","2015-10-07"
"76660","City Hotel",0,0,2015,"October",41,7,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,1,3,"A","A",0,"No Deposit","NULL","40",0,"Transient",6,0,0,"Check-Out","2015-10-08"
"76661","City Hotel",0,5,2015,"October",42,12,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,5,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-10-14"
"76662","City Hotel",0,5,2015,"October",43,20,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,6,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-10-22"
"76663","City Hotel",0,8,2015,"October",43,23,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,7,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-10-25"
"76664","City Hotel",0,12,2015,"October",44,27,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,8,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-10-28"
"76665","City Hotel",0,8,2015,"November",45,5,2,4,1,0,0,"BB","PRT","Corporate","Corporate",1,2,9,"A","A",2,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-11-11"
"76666","City Hotel",0,6,2015,"November",47,17,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,10,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-11-19"
"76667","City Hotel",0,11,2015,"November",48,22,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,11,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-11-25"
"76668","City Hotel",0,3,2015,"November",49,29,2,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,12,"A","A",1,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2015-12-03"
"76669","City Hotel",0,6,2015,"December",50,8,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,13,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2015-12-10"
"76670","City Hotel",0,13,2015,"December",51,15,0,4,1,0,0,"BB","PRT","Corporate","Corporate",1,2,14,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2015-12-19"
"76671","City Hotel",0,0,2016,"January",2,4,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,15,"A","A",0,"No Deposit","NULL","40",0,"Transient",66,0,0,"Check-Out","2016-01-07"
"76672","City Hotel",0,0,2016,"January",3,11,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,16,"A","A",0,"No Deposit","NULL","40",0,"Transient",65.67,0,0,"Check-Out","2016-01-14"
"76673","City Hotel",0,3,2016,"January",4,18,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,17,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",66,0,0,"Check-Out","2016-01-21"
"76674","City Hotel",0,3,2016,"February",6,1,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,18,"A","A",0,"No Deposit","NULL","40",0,"Transient",66,0,0,"Check-Out","2016-02-04"
"76675","City Hotel",0,5,2016,"February",7,10,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,19,"A","A",0,"No Deposit","NULL","40",0,"Transient",66,0,1,"Check-Out","2016-02-11"
"76676","City Hotel",0,0,2016,"February",8,15,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,20,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-02-18"
"76677","City Hotel",0,0,2016,"February",9,22,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,21,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-02-24"
"76678","City Hotel",0,0,2016,"February",9,24,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,21,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-02-25"
"76679","City Hotel",0,6,2016,"March",10,1,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,23,"A","A",0,"No Deposit","NULL","40",0,"Transient",68,1,1,"Check-Out","2016-03-03"
"76680","City Hotel",0,10,2016,"March",10,5,2,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,24,"A","A",0,"No Deposit","NULL","40",0,"Transient",66,0,1,"Check-Out","2016-03-09"
"76681","City Hotel",0,0,2016,"March",11,9,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,2,24,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,1,"Check-Out","2016-03-10"
"76682","City Hotel",0,0,2016,"March",12,14,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,2,26,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2016-03-17"
"76683","City Hotel",1,3,2016,"March",13,20,2,0,1,0,0,"BB","PRT","Corporate","Corporate",1,2,27,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,1,"Canceled","2016-03-20"
"76684","City Hotel",0,8,2016,"March",14,30,2,5,1,0,0,"BB","PRT","Corporate","Corporate",1,3,27,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-04-06"
"76685","City Hotel",0,4,2016,"April",16,10,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,28,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2016-04-13"
"76686","City Hotel",0,3,2016,"May",19,2,1,0,2,0,0,"BB","PRT","Corporate","Corporate",1,3,29,"A","A",1,"No Deposit","NULL","40",0,"Transient",75,0,0,"Check-Out","2016-05-03"
"76687","City Hotel",0,1,2016,"May",19,4,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,30,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-05-05"
"76688","City Hotel",0,5,2016,"May",20,10,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,31,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-05-11"
"76689","City Hotel",0,2,2016,"May",21,15,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,32,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2016-05-18"
"76690","City Hotel",0,7,2016,"May",22,23,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,3,33,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-05-26"
"76691","City Hotel",0,3,2016,"May",23,30,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,3,34,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-06-02"
"76692","City Hotel",0,13,2016,"June",25,14,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,3,35,"A","A",2,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-06-17"
"76693","City Hotel",0,4,2016,"June",26,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,36,"A","A",1,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-06-22"
"76694","City Hotel",0,2,2016,"July",29,10,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,37,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-07-13"
"76695","City Hotel",0,5,2016,"July",30,18,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,38,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-07-20"
"76696","City Hotel",0,2,2016,"July",31,24,2,0,1,0,0,"BB","PRT","Corporate","Corporate",1,3,39,"A","A",2,"No Deposit","NULL","40",0,"Transient-Party",65,0,0,"Check-Out","2016-07-26"
"76697","City Hotel",0,1,2016,"July",32,31,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,40,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-08-03"
"76698","City Hotel",0,2,2016,"August",33,7,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,3,41,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-08-10"
"76699","City Hotel",0,0,2016,"August",36,29,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,3,42,"A","B",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-09-01"
"76700","City Hotel",0,1,2016,"September",37,6,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,3,43,"A","B",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-09-09"
"76701","City Hotel",1,3,2016,"September",38,12,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,3,44,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,0,0,"No-Show","2016-09-12"
"76702","City Hotel",0,0,2016,"September",38,13,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,4,44,"A","B",0,"No Deposit","NULL","40",0,"Transient",67,1,0,"Check-Out","2016-09-15"
"76703","City Hotel",0,3,2016,"September",39,18,2,2,1,0,0,"BB","PRT","Corporate","Corporate",1,4,45,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-09-22"
"76704","City Hotel",0,3,2016,"September",40,26,3,7,1,0,0,"BB","PRT","Corporate","Corporate",1,4,46,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-10-06"
"76705","City Hotel",0,3,2016,"October",42,10,1,3,1,0,0,"BB","PRT","Corporate","Corporate",1,4,47,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-10-14"
"76706","City Hotel",1,9,2016,"October",43,19,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,5,48,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Canceled","2016-10-17"
"76707","City Hotel",0,12,2016,"October",43,19,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,5,48,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2016-10-20"
"76708","City Hotel",0,4,2016,"October",44,24,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,5,49,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-10-27"
"76709","City Hotel",0,7,2016,"November",45,2,2,6,1,0,0,"BB","PRT","Corporate","Corporate",1,5,50,"A","A",0,"No Deposit","40","NULL",0,"Transient-Party",65,0,0,"Check-Out","2016-11-10"
"76710","City Hotel",0,3,2016,"November",47,13,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,5,51,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2016-11-16"
"76711","City Hotel",0,3,2016,"November",48,20,2,3,1,0,0,"BB","PRT","Corporate","Corporate",1,5,52,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-11-25"
"76712","City Hotel",0,2,2016,"November",49,28,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,5,53,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-12-01"
"76713","City Hotel",0,16,2016,"December",50,4,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,5,54,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2016-12-05"
"76714","City Hotel",0,6,2016,"December",50,8,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,5,55,"A","A",0,"No Deposit","NULL","40",0,"Transient",67,0,2,"Check-Out","2016-12-09"
"76715","City Hotel",0,7,2016,"December",51,14,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,5,56,"A","A",3,"No Deposit","NULL","40",0,"Transient",67,1,2,"Check-Out","2016-12-16"
"76716","City Hotel",0,11,2016,"December",51,17,2,1,1,0,0,"BB","PRT","Corporate","Corporate",1,5,57,"A","A",3,"No Deposit","NULL","40",0,"Transient",67,1,2,"Check-Out","2016-12-20"
"76717","City Hotel",1,8,2016,"December",53,28,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,6,58,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,2,"Canceled","2016-12-27"
"76718","City Hotel",0,0,2017,"January",1,2,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,6,58,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,0,"Check-Out","2017-01-05"
"76719","City Hotel",0,5,2017,"January",2,10,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,6,59,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,2,"Check-Out","2017-01-13"
"76720","City Hotel",0,0,2017,"January",4,24,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,6,60,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-01-27"
"76721","City Hotel",0,1,2017,"January",5,31,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,6,61,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-02-03"
"76722","City Hotel",0,4,2017,"May",18,2,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,6,62,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-05-04"
"76723","City Hotel",0,5,2017,"May",19,8,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,6,63,"A","A",0,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-05-11"
"76724","City Hotel",0,6,2017,"May",21,22,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,6,64,"A","A",1,"No Deposit","NULL","40",0,"Transient",65,0,1,"Check-Out","2017-05-24"
